priority,status,action,name,key,mentions,sources,score,context,source_examples
LOW,missing_candidate,park_or_ignore_until_confirmed,Lava Seaweed,lava-seaweed,1,1,8,"/---/---/---/ / Nordic SeaFarm / SE / Active / Kelp cultivation in Swedish waters / / Ocean Rainforest / FO / Active / Large-scale ocean seaweed, EU-funded / / Lava Seaweed / IS / Active / Icelandic seaweed harvesting/pr",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Multi-Partner Initiatives,multipartner-initiatives,1,1,8,/ Lava Seaweed / IS / Active / Icelandic seaweed harvesting/processing / / SeaFree / DK / Active / Seaweed-based food ingredient alternatives / ### Research & Multi-Partner Initiatives / Actor / Country / Status / Notes ,research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Jane Lind Sam,jane-lind-sam,1,1,8,2025-12-18)](https://hermetia.blog/blog/enorm-the-rise-and-bankruptcy-of-a-bsf-biofactory/) **Timeline**: - **2017**: Founded by CEO Carsten Lind Pedersen and COO Jane Lind Sam (father-daughter team) - **2022**: Raised *,research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Marius Johansen,marius-johansen,1,1,8,"til-optimistisk/506733) **Key facts**: - Company: **Grønt fra Nord AS** - Location: Northern Norway (delivery corridor Brønnøysund to Tromsø) - Founder/CEO: **Marius Johansen** (+47 900 20 797, post@grontfranord.no) - Pr",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Product: Lettuce,product-lettuce,1,1,8,"fra Nord AS** - Location: Northern Norway (delivery corridor Brønnøysund to Tromsø) - Founder/CEO: **Marius Johansen** (+47 900 20 797, post@grontfranord.no) - Product: Lettuce/salad (vertical farming) **Timeline**: - **",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Announced USD,announced-usd,1,1,8,"romsø) - Founder/CEO: **Marius Johansen** (+47 900 20 797, post@grontfranord.no) - Product: Lettuce/salad (vertical farming) **Timeline**: - **October 2025**: Announced USD 1.2M raised toward a USD 2.4M convertible round",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Lofoten District Court,lofoten-district-court,1,1,8,"insufficient hygiene controls + climate system malfunction (cooling/ventilation) - **February 4, 2026**: Filed for court-supervised restructuring at Salten and Lofoten District Court - **March 4, 2026**: Court approved r",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Mads Pinnerød,mads-pinnerd,1,1,8,"n and Lofoten District Court - **March 4, 2026**: Court approved restructuring plan — ""meaningful de-risking milestone"" - **March 19, 2026**: New interim CFO **Mads Pinnerød** (via advisory firm Emiro AS) appointed **Rem",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Firstminute Capital,firstminute-capital,1,1,8,"pened 2024, processes 5,000t side-streams/year) - Funding: **€26M** (May 2025) — mix of equity, mezzanine, senior loans, public funding - Investors: **Maki.VC, Firstminute Capital, Springvest, Finnish Climate Fund, Finnv",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Norion Bank,norion-bank,1,1,8,"** (May 2025) — mix of equity, mezzanine, senior loans, public funding - Investors: **Maki.VC, Firstminute Capital, Springvest, Finnish Climate Fund, Finnvera, Norion Bank, South Ostrobothnia ELY** - CEO: **Jarna Hyvönen",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,South Ostrobothnia ELY,south-ostrobothnia-ely,1,1,8,"— mix of equity, mezzanine, senior loans, public funding - Investors: **Maki.VC, Firstminute Capital, Springvest, Finnish Climate Fund, Finnvera, Norion Bank, South Ostrobothnia ELY** - CEO: **Jarna Hyvönen** (as of June",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Tuure Parviainen,tuure-parviainen,1,1,8,"pringvest, Finnish Climate Fund, Finnvera, Norion Bank, South Ostrobothnia ELY** - CEO: **Jarna Hyvönen** (as of June 2025, previously CCO/co-founder) - CSO: **Tuure Parviainen** (co-founder, previously CEO) - Technology",research/exa-circular-actors-2026-04-21.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Tekniske Grenseverdier,tekniske-grenseverdier,1,1,8,"for kontakt med mat. Dette er særlig kritisk for fiberbasert emballasje (papp, papir, formpresset fiber) som i dag bruker PFAS for fett- og vannbarriere. ### Tekniske Grenseverdier For at emballasjen skal anses som PFAS-",research/external/barekraft/SEC-MAT-REG-02-Emballasje-i-Matsektoren-Detalj.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Resirkulert Materiale,resirkulert-materiale,1,1,8,*Klasse B:** ≥ 80 % gjenvinnbar. - **Klasse C:** ≥ 70 % gjenvinnbar (Fases ut fra 2038). - **Klasse D/E:** Under 70 % (Vil bli forbudt fra 2030). ### Krav til Resirkulert Materiale (PCR) i Plast For å skape et marked for,research/external/barekraft/SEC-MAT-REG-02-Emballasje-i-Matsektoren-Detalj.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Yield Plausibility Engine,yield-plausibility-engine,1,1,8,"API specifications. / / P1 / **Supplier Portal** / As a supplier, I want a simple link to upload my farm data so I don't have to email spreadsheets. / / P2 / **Yield Plausibility Engine** / As a risk manager, I want to f",research/external/coffee-forest/prd.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Innovative Solutions,innovative-solutions,1,1,8,025-2026 ## Identifikasjon - **Project No:** P25013 - **Case number:** 201-2503-P25013 - **Project title:** Nordic Circular Hotspot 2025 - **Program:** 201 — Innovative Solutions for 2030 - **Funder:** Nordic Innovation ,research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Contracting Partner,contracting-partner,1,1,8,"t title:** Nordic Circular Hotspot 2025 - **Program:** 201 — Innovative Solutions for 2030 - **Funder:** Nordic Innovation (Stensberggata 27, NO-0170 Oslo) - **Contracting Partner:** Nordic Circular Hotspot AS (St Halvar",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,St Halvards Gate,st-halvards-gate,1,1,8,":** 201 — Innovative Solutions for 2030 - **Funder:** Nordic Innovation (Stensberggata 27, NO-0170 Oslo) - **Contracting Partner:** Nordic Circular Hotspot AS (St Halvards Gate 33, 0192 Oslo) - **Signed:** 16. oktober 20",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Sindre Stemshaug Bornstein,sindre-stemshaug-bornstein,1,1,8,"tion (Stensberggata 27, NO-0170 Oslo) - **Contracting Partner:** Nordic Circular Hotspot AS (St Halvards Gate 33, 0192 Oslo) - **Signed:** 16. oktober 2025 - Sindre Stemshaug Bornstein (Managing Director, Nordic Innovati",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Managing Director,managing-director,1,1,8,"170 Oslo) - **Contracting Partner:** Nordic Circular Hotspot AS (St Halvards Gate 33, 0192 Oslo) - **Signed:** 16. oktober 2025 - Sindre Stemshaug Bornstein (Managing Director, Nordic Innovation) - Einar Kleppe Holthe (N",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Document ID,document-id,1,1,8,"** 16. oktober 2025 - Sindre Stemshaug Bornstein (Managing Director, Nordic Innovation) - Einar Kleppe Holthe (Nordic Circular Hotspot / Natural State) - **Document ID:** 09222115557559906541 (Scrive) ## Finansiering - *",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Design Cluster,design-cluster,1,1,8,"s; aksjer midlertidig holdt av Natural State AS) - **Project Manager (2025):** Natural State AS (Einar Kleppe Holthe) - **Project Partner (DK):** Lifestyle and Design Cluster — Betina Simonsen, Birk Centerpark 38, 7400 H",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Birk Centerpark,birk-centerpark,1,1,8,"ural State AS) - **Project Manager (2025):** Natural State AS (Einar Kleppe Holthe) - **Project Partner (DK):** Lifestyle and Design Cluster — Betina Simonsen, Birk Centerpark 38, 7400 Herning - **Project Partner (SE):**",research/external/nch-contract/contract-201-2503-P25013.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Innovation Cluster Arena Oslo,innovation-cluster-arena-oslo,1,1,8,"t. 20+ years in market development, value creation and identity building. Built and realized numerous large development projects in public and private sectors (Innovation Cluster Arena Oslo, City of Oslo international br",research/external/notion/funding-map.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Kim Weger,kim-weger,1,1,8,"cts). Previously CEO of Stockfleths AS for 12 years, founded Norwegian Icons. Responsible for project management and realization of Nordic Circular Hotspot. **Kim Weger** — Associate and Project Manager. Works with parti",research/external/notion/funding-map.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Grunnlegger Morten Toft Bech,grunnlegger-morten-toft-bech,1,1,8,"_eur_m"": 40, ""bankrupt"": ""June 2023"", ""cause"": ""Svak etterspørsel etter plant-meat i dagligvare post-2022, priskrig med Beyond/Impossible, marginpress. Grunnlegger Morten Toft Bech (norsk) tapte mot kategori-nedgang."", """,research/intake/perplexity-2026-04-20/failure-cases.json
LOW,missing_candidate,park_or_ignore_until_confirmed,Smart Svensk Sjomat,smart-svensk-sjomat,1,1,8,"""sweden""], ""notes"": ""Funded by Axel Johnson/Antonia Ax:son Johnson family. Key programmes: Framtidens foder for fagel fisk och flask (2023-2026 with SLU), Smart Svensk Sjomat, Sillenbergare, Svensk baljvaxtfars. CEO: Mar",research/intake/perplexity-2026-04-20/new-actors.json
LOW,missing_candidate,park_or_ignore_until_confirmed,Historical VTT,historical-vtt,1,1,8,"lar"", ""biotech"", ""finland""], ""notes"": ""Founded as Alko/Rohm JV. Over 90% of production exported. Key person: Dr. Kari Juntunen (Senior Research Scientist). Historical VTT collaboration. Feed enzyme market described as st",research/intake/perplexity-2026-04-20/new-actors.json
LOW,missing_candidate,park_or_ignore_until_confirmed,Industrial BSF,industrial-bsf,1,1,8,"ropean aquafeed sector."", ""status"": ""active"", ""funding_eur"": 50000000}, {""name"": ""InnovaFeed"", ""country"": ""FR"", ""sector"": ""insect_protein"", ""description"": ""Industrial BSF co-located with starch plants, partner in Norwegi",research/intake/perplexity-2026-04-20-runde2/new-actors.json
LOW,missing_candidate,park_or_ignore_until_confirmed,Norwegian Millennial Salmon,norwegian-millennial-salmon,1,1,8,"r"": 50000000}, {""name"": ""InnovaFeed"", ""country"": ""FR"", ""sector"": ""insect_protein"", ""description"": ""Industrial BSF co-located with starch plants, partner in Norwegian Millennial Salmon project."", ""status"": ""scaling"", ""fun",research/intake/perplexity-2026-04-20-runde2/new-actors.json
LOW,missing_candidate,park_or_ignore_until_confirmed,Leder NOU,leder-nou,1,1,8,isten Sandtroen / LMD (statsraad) / NO / Politisk ansvarlig for Matsystemutvalget og selvforsyningsstrategien / / Bent Hoeie / Matsystemutvalget (leder) / NO / Leder NOU-prosessen; leveranse november 2026 / / Paeivi Nerg,research/interviews/nordisk-aktorkart-perplexity-2026.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Paeivi Nerg,paeivi-nerg,1,1,8,ansvarlig for Matsystemutvalget og selvforsyningsstrategien / / Bent Hoeie / Matsystemutvalget (leder) / NO / Leder NOU-prosessen; leveranse november 2026 / / Paeivi Nerg / MMM Finland (Secretary of State) / FI / Finsk r,research/interviews/nordisk-aktorkart-perplexity-2026.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Peter Kullgren,peter-kullgren,1,1,8,er) / NO / Leder NOU-prosessen; leveranse november 2026 / / Paeivi Nerg / MMM Finland (Secretary of State) / FI / Finsk representant Food Policy Forum 2025 / / Peter Kullgren / Landsbygdsminister / SE / Ledet Livsmedelsp,research/interviews/nordisk-aktorkart-perplexity-2026.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Arne Dulsrud,arne-dulsrud,1,1,8,"ente Torstensen / Nofima (adm. dir.), Matsystemutvalget / NO / Internasjonale matsystemer / / Rune Blomhoff / UiO (professor) / NO / Ledet NNR2022-arbeidet / / Arne Dulsrud / SIFO/OsloMet (professor) / NO / Forbruksforsk",research/interviews/nordisk-aktorkart-perplexity-2026.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Runar Hovland,runar-hovland,1,1,8,/ / Rune Blomhoff / UiO (professor) / NO / Ledet NNR2022-arbeidet / / Arne Dulsrud / SIFO/OsloMet (professor) / NO / Forbruksforskning; dagligvarestruktur / / Runar Hovland / Konkurransetilsynet / NO / Prosjektleder dagl,research/interviews/nordisk-aktorkart-perplexity-2026.md
LOW,missing_candidate,park_or_ignore_until_confirmed,Ioannis Ioannidis,ioannis-ioannidis,1,1,8,ence Centre (professor) / SE / EAT-medgrunnlegger; planetaere grenser / / Line Gordon / Stockholm Resilience Centre (direktoer) / SE / Vann- og matsystemer / / Ioannis Ioannidis / KTH FOOD (professor) / SE / Urban matoja,research/interviews/nordisk-aktorkart-perplexity-2026.md
